day_num  temp_min   temp_max
351	-0.92	7.13
352	-3.69	6.58
353	-4.89	3.67
354	-3.01	5.08
355	-3.36	1.67
356	-7.23	-0.57
357	-12.04	-1.55
358	-15.7	-7.79
359	-16.63	-3.67
360	-16.3	-2.4
361	-11.36	0.45
362	-14.52	-3.05
363	-10.43	2.52
364	-11.58	6.81
365	1.21	6.07
